Conversation_ID,Index_in_conversation,Message_type,Input_tokens,Output_tokens,timestamp,Model_name,Model_type
17587,7,SYSTEM,0,0,2026-01-26 04:48:30,gpt-4.1-nano,OPENAI
17587,8,AI,2898,338,2026-01-26 04:48:45,gpt-4.1-nano,OPENAI
17587,9,SYSTEM,0,0,2026-01-26 04:48:47,gpt-4.1-nano,OPENAI
17588,0,SYSTEM,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17588,1,USER,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17588,2,AI,619,197,2026-01-26 04:47:59,gpt-4.1-nano,OPENAI
17588,3,SYSTEM,0,0,2026-01-26 04:47:59,gpt-4.1-nano,OPENAI
17588,4,AI,1077,78,2026-01-26 04:48:13,gpt-4.1-nano,OPENAI
17589,0,SYSTEM,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17589,1,USER,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17589,2,AI,587,673,2026-01-26 04:48:02,gpt-4.1-nano,OPENAI
17590,0,SYSTEM,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17590,1,USER,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17590,2,AI,587,568,2026-01-26 04:48:01,gpt-4.1-nano,OPENAI
17591,0,SYSTEM,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17591,1,USER,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17591,2,AI,587,484,2026-01-26 04:48:00,gpt-4.1-nano,OPENAI
17592,0,SYSTEM,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17592,1,USER,0,0,2026-01-26 04:47:57,gpt-4.1-nano,OPENAI
17592,2,AI,1798,85,2026-01-26 04:47:58,gpt-4.1-nano,OPENAI
17595,0,SYSTEM,0,0,2026-01-26 04:48:01,gpt-4.1-nano,OPENAI
17595,1,USER,0,0,2026-01-26 04:48:01,gpt-4.1-nano,OPENAI
17595,2,AI,721,41,2026-01-26 04:48:13,gpt-4.1-nano,OPENAI
17599,0,SYSTEM,0,0,2026-01-26 04:48:12,gpt-4.1-nano,OPENAI
17599,1,USER,0,0,2026-01-26 04:48:12,gpt-4.1-nano,OPENAI
17599,2,AI,1786,311,2026-01-26 04:48:15,gpt-4.1-nano,OPENAI
17600,0,SYSTEM,0,0,2026-01-26 04:48:12,gpt-4.1-nano,OPENAI
17600,1,USER,0,0,2026-01-26 04:48:12,gpt-4.1-nano,OPENAI
17600,2,AI,714,43,2026-01-26 04:48:28,gpt-4.1-nano,OPENAI
17601,0,SYSTEM,0,0,2026-01-26 04:48:12,gpt-4.1-nano,OPENAI
17601,1,USER,0,0,2026-01-26 04:48:12,gpt-4.1-nano,OPENAI
17601,2,AI,1798,205,2026-01-26 04:48:14,gpt-4.1-nano,OPENAI
17603,0,SYSTEM,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17603,1,USER,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17603,2,AI,1786,338,2026-01-26 04:48:30,gpt-4.1-nano,OPENAI
17603,3,SYSTEM,0,0,2026-01-26 04:48:30,gpt-4.1-nano,OPENAI
17603,4,AI,2173,351,2026-01-26 04:48:45,gpt-4.1-nano,OPENAI
17603,5,SYSTEM,0,0,2026-01-26 04:48:45,gpt-4.1-nano,OPENAI
17603,6,AI,2563,433,2026-01-26 04:49:01,gpt-4.1-nano,OPENAI
17603,7,SYSTEM,0,0,2026-01-26 04:49:01,gpt-4.1-nano,OPENAI
17603,8,AI,3035,417,2026-01-26 04:49:15,gpt-4.1-nano,OPENAI
17603,9,SYSTEM,0,0,2026-01-26 04:49:15,gpt-4.1-nano,OPENAI
17604,0,SYSTEM,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17604,1,USER,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17604,2,AI,1786,313,2026-01-26 04:48:30,gpt-4.1-nano,OPENAI
17605,0,SYSTEM,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17605,1,USER,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17605,2,AI,619,276,2026-01-26 04:48:30,gpt-4.1-nano,OPENAI
17605,3,SYSTEM,0,0,2026-01-26 04:48:30,gpt-4.1-nano,OPENAI
17605,4,AI,1233,157,2026-01-26 04:48:44,gpt-4.1-nano,OPENAI
17605,5,SYSTEM,0,0,2026-01-26 04:48:44,gpt-4.1-nano,OPENAI
17605,6,AI,1594,128,2026-01-26 04:48:58,gpt-4.1-nano,OPENAI
17605,7,SYSTEM,0,0,2026-01-26 04:49:01,gpt-4.1-nano,OPENAI
17605,8,AI,1932,134,2026-01-26 04:49:13,gpt-4.1-nano,OPENAI
17607,0,SYSTEM,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17607,1,USER,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17607,2,AI,714,43,2026-01-26 04:48:43,gpt-4.1-nano,OPENAI
17608,0,SYSTEM,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17608,1,USER,0,0,2026-01-26 04:48:27,gpt-4.1-nano,OPENAI
17608,2,AI,1798,238,2026-01-26 04:48:29,gpt-4.1-nano,OPENAI
17608,3,SYSTEM,0,0,2026-01-26 04:48:29,gpt-4.1-nano,OPENAI
17608,4,AI,2338,145,2026-01-26 04:48:44,gpt-4.1-nano,OPENAI
17610,0,SYSTEM,0,0,2026-01-26 04:48:42,gpt-4.1-nano,OPENAI
17610,1,USER,0,0,2026-01-26 04:48:42,gpt-4.1-nano,OPENAI
17610,2,AI,1786,324,2026-01-26 04:48:45,gpt-4.1-nano,OPENAI
17610,3,SYSTEM,0,0,2026-01-26 04:48:45,gpt-4.1-nano,OPENAI
17610,4,AI,2149,348,2026-01-26 04:49:00,gpt-4.1-nano,OPENAI
17610,5,SYSTEM,0,0,2026-01-26 04:49:00,gpt-4.1-nano,OPENAI
17610,6,AI,2536,341,2026-01-26 04:49:15,gpt-4.1-nano,OPENAI
17610,7,SYSTEM,0,0,2026-01-26 04:49:15,gpt-4.1-nano,OPENAI
17610,8,AI,2926,371,2026-01-26 04:49:30,gpt-4.1-nano,OPENAI
17610,9,SYSTEM,0,0,2026-01-26 04:49:31,gpt-4.1-nano,OPENAI
17614,0,SYSTEM,0,0,2026-01-26 04:48:57,gpt-4.1-nano,OPENAI
17614,1,USER,0,0,2026-01-26 04:48:57,gpt-4.1-nano,OPENAI
17614,2,AI,1786,1117,2026-01-26 04:49:06,gpt-4.1-nano,OPENAI
17614,3,SYSTEM,0,0,2026-01-26 04:49:06,gpt-4.1-nano,OPENAI
17614,4,AI,2942,1088,2026-01-26 04:49:20,gpt-4.1-nano,OPENAI
17614,5,SYSTEM,0,0,2026-01-26 04:49:20,gpt-4.1-nano,OPENAI
17614,6,AI,4079,1268,2026-01-26 04:49:36,gpt-4.1-nano,OPENAI
17614,7,SYSTEM,0,0,2026-01-26 04:49:37,gpt-4.1-nano,OPENAI
17614,8,AI,5386,1254,2026-01-26 04:49:52,gpt-4.1-nano,OPENAI
17614,9,SYSTEM,0,0,2026-01-26 04:49:52,gpt-4.1-nano,OPENAI
17615,0,SYSTEM,0,0,2026-01-26 04:48:57,gpt-4.1-nano,OPENAI
17615,1,USER,0,0,2026-01-26 04:48:57,gpt-4.1-nano,OPENAI
17615,2,AI,1786,300,2026-01-26 04:49:00,gpt-4.1-nano,OPENAI
17616,0,SYSTEM,0,0,2026-01-26 04:48:57,gpt-4.1-nano,OPENAI
17616,1,USER,0,0,2026-01-26 04:48:57,gpt-4.1-nano,OPENAI
17616,2,AI,1786,305,2026-01-26 04:49:00,gpt-4.1-nano,OPENAI
17618,0,SYSTEM,0,0,2026-01-26 04:48:57,gpt-4.1-nano,OPENAI
17618,1,USER,0,0,2026-01-26 04:48:57,gpt-4.1-nano,OPENAI
17618,2,AI,1798,139,2026-01-26 04:48:59,gpt-4.1-nano,OPENAI
17618,3,SYSTEM,0,0,2026-01-26 04:48:59,gpt-4.1-nano,OPENAI
17618,4,AI,2135,58,2026-01-26 04:49:13,gpt-4.1-nano,OPENAI
17622,0,SYSTEM,0,0,2026-01-26 04:49:12,gpt-4.1-nano,OPENAI
17622,1,USER,0,0,2026-01-26 04:49:12,gpt-4.1-nano,OPENAI
17622,2,AI,1786,290,2026-01-26 04:49:14,gpt-4.1-nano,OPENAI
17623,0,SYSTEM,0,0,2026-01-26 04:49:12,gpt-4.1-nano,OPENAI
17623,1,USER,0,0,2026-01-26 04:49:12,gpt-4.1-nano,OPENAI
17623,2,AI,1786,298,2026-01-26 04:49:15,gpt-4.1-nano,OPENAI
17623,3,SYSTEM,0,0,2026-01-26 04:49:15,gpt-4.1-nano,OPENAI
17623,4,AI,2133,316,2026-01-26 04:49:30,gpt-4.1-nano,OPENAI
17623,5,SYSTEM,0,0,2026-01-26 04:49:30,gpt-4.1-nano,OPENAI
17623,6,AI,2488,316,2026-01-26 04:49:45,gpt-4.1-nano,OPENAI
17623,7,SYSTEM,0,0,2026-01-26 04:49:45,gpt-4.1-nano,OPENAI
17623,8,AI,2843,316,2026-01-26 04:50:00,gpt-4.1-nano,OPENAI
17623,9,SYSTEM,0,0,2026-01-26 04:50:00,gpt-4.1-nano,OPENAI
17627,0,SYSTEM,0,0,2026-01-26 04:49:27,gpt-4.1-nano,OPENAI
17627,1,USER,0,0,2026-01-26 04:49:27,gpt-4.1-nano,OPENAI
17627,2,AI,1786,300,2026-01-26 04:49:30,gpt-4.1-nano,OPENAI
17628,0,SYSTEM,0,0,2026-01-26 04:49:27,gpt-4.1-nano,OPENAI
17628,1,USER,0,0,2026-01-26 04:49:27,gpt-4.1-nano,OPENAI
17628,2,AI,619,210,2026-01-26 04:49:29,gpt-4.1-nano,OPENAI
17628,3,SYSTEM,0,0,2026-01-26 04:49:29,gpt-4.1-nano,OPENAI
17628,4,AI,1100,62,2026-01-26 04:49:43,gpt-4.1-nano,OPENAI
17629,0,SYSTEM,0,0,2026-01-26 04:49:27,gpt-4.1-nano,OPENAI
17629,1,USER,0,0,2026-01-26 04:49:27,gpt-4.1-nano,OPENAI
17629,2,AI,1786,289,2026-01-26 04:49:30,gpt-4.1-nano,OPENAI
17630,0,SYSTEM,0,0,2026-01-26 04:49:27,gpt-4.1-nano,OPENAI
17630,1,USER,0,0,2026-01-26 04:49:27,gpt-4.1-nano,OPENAI
17630,2,AI,1798,274,2026-01-26 04:49:29,gpt-4.1-nano,OPENAI
17630,3,SYSTEM,0,0,2026-01-26 04:49:29,gpt-4.1-nano,OPENAI
17630,4,AI,2409,154,2026-01-26 04:49:44,gpt-4.1-nano,OPENAI
17630,5,SYSTEM,0,0,2026-01-26 04:49:44,gpt-4.1-nano,OPENAI
17630,6,AI,2780,154,2026-01-26 04:49:59,gpt-4.1-nano,OPENAI
17630,7,SYSTEM,0,0,2026-01-26 04:49:59,gpt-4.1-nano,OPENAI
17630,8,AI,3151,132,2026-01-26 04:50:14,gpt-4.1-nano,OPENAI
17630,9,SYSTEM,0,0,2026-01-26 04:50:14,gpt-4.1-nano,OPENAI
17634,0,SYSTEM,0,0,2026-01-26 04:49:42,gpt-4.1-nano,OPENAI
17634,1,USER,0,0,2026-01-26 04:49:42,gpt-4.1-nano,OPENAI
17634,2,AI,1786,289,2026-01-26 04:49:45,gpt-4.1-nano,OPENAI
17634,3,SYSTEM,0,0,2026-01-26 04:49:45,gpt-4.1-nano,OPENAI
17634,4,AI,2114,344,2026-01-26 04:50:00,gpt-4.1-nano,OPENAI
17634,5,SYSTEM,0,0,2026-01-26 04:50:00,gpt-4.1-nano,OPENAI
17634,6,AI,2507,341,2026-01-26 04:50:15,gpt-4.1-nano,OPENAI
17634,7,SYSTEM,0,0,2026-01-26 04:50:15,gpt-4.1-nano,OPENAI
17634,8,AI,2887,323,2026-01-26 04:50:30,gpt-4.1-nano,OPENAI
17634,9,SYSTEM,0,0,2026-01-26 04:50:30,gpt-4.1-nano,OPENAI
17635,0,SYSTEM,0,0,2026-01-26 04:49:42,gpt-4.1-nano,OPENAI
17635,1,USER,0,0,2026-01-26 04:49:42,gpt-4.1-nano,OPENAI
17635,2,AI,1786,292,2026-01-26 04:49:45,gpt-4.1-nano,OPENAI
17635,3,SYSTEM,0,0,2026-01-26 04:49:45,gpt-4.1-nano,OPENAI
17635,4,AI,2098,292,2026-01-26 04:50:00,gpt-4.1-nano,OPENAI
17636,0,SYSTEM,0,0,2026-01-26 04:49:42,gpt-4.1-nano,OPENAI
17636,1,USER,0,0,2026-01-26 04:49:42,gpt-4.1-nano,OPENAI
17636,2,AI,1786,311,2026-01-26 04:49:45,gpt-4.1-nano,OPENAI
17636,3,SYSTEM,0,0,2026-01-26 04:49:45,gpt-4.1-nano,OPENAI
17636,4,AI,2130,310,2026-01-26 04:50:00,gpt-4.1-nano,OPENAI
17637,0,SYSTEM,0,0,2026-01-26 04:49:42,gpt-4.1-nano,OPENAI
17637,1,USER,0,0,2026-01-26 04:49:42,gpt-4.1-nano,OPENAI
17637,2,AI,744,56,2026-01-26 04:49:58,gpt-4.1-nano,OPENAI
17640,0,SYSTEM,0,0,2026-01-26 04:49:57,gpt-4.1-nano,OPENAI
17640,1,USER,0,0,2026-01-26 04:49:57,gpt-4.1-nano,OPENAI
17640,2,AI,1786,307,2026-01-26 04:50:00,gpt-4.1-nano,OPENAI
17641,0,SYSTEM,0,0,2026-01-26 04:49:57,gpt-4.1-nano,OPENAI
17641,1,USER,0,0,2026-01-26 04:49:57,gpt-4.1-nano,OPENAI
17641,2,AI,619,207,2026-01-26 04:49:59,gpt-4.1-nano,OPENAI
17641,3,SYSTEM,0,0,2026-01-26 04:49:59,gpt-4.1-nano,OPENAI
17641,4,AI,1087,72,2026-01-26 04:54:47,gpt-4.1-nano,OPENAI
17644,0,SYSTEM,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17644,1,USER,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17644,2,AI,1786,307,2026-01-26 04:50:14,gpt-4.1-nano,OPENAI
17644,3,SYSTEM,0,0,2026-01-26 04:50:15,gpt-4.1-nano,OPENAI
17644,4,AI,2113,310,2026-01-26 04:50:30,gpt-4.1-nano,OPENAI
17645,0,SYSTEM,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17645,1,USER,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17645,2,AI,1786,286,2026-01-26 04:50:14,gpt-4.1-nano,OPENAI
17646,0,SYSTEM,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17646,1,USER,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17646,2,AI,1786,1117,2026-01-26 04:50:20,gpt-4.1-nano,OPENAI
17646,3,SYSTEM,0,0,2026-01-26 04:50:21,gpt-4.1-nano,OPENAI
17646,4,AI,3010,322,2026-01-26 04:50:54,gpt-4.1-nano,OPENAI
17647,0,SYSTEM,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17647,1,USER,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17647,2,AI,1786,307,2026-01-26 04:50:14,gpt-4.1-nano,OPENAI
17648,0,SYSTEM,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17648,1,USER,0,0,2026-01-26 04:50:12,gpt-4.1-nano,OPENAI
17648,2,AI,617,72,2026-01-26 04:50:13,gpt-4.1-nano,OPENAI
17650,0,SYSTEM,0,0,2026-01-26 04:50:13,gpt-4.1-nano,OPENAI
17650,1,USER,0,0,2026-01-26 04:50:13,gpt-4.1-nano,OPENAI
17650,2,AI,735,62,2026-01-26 04:50:28,gpt-4.1-nano,OPENAI
17653,0,SYSTEM,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17653,1,USER,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17653,2,AI,1786,320,2026-01-26 04:50:30,gpt-4.1-nano,OPENAI
17654,0,SYSTEM,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17654,1,USER,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17654,2,AI,1040,117,2026-01-26 04:50:28,gpt-4.1-nano,OPENAI
17654,3,SYSTEM,0,0,2026-01-26 04:50:28,gpt-4.1-nano,OPENAI
17654,4,AI,1194,65,2026-01-26 04:50:29,gpt-4.1-nano,OPENAI
17655,0,SYSTEM,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17655,1,USER,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17655,2,AI,1786,307,2026-01-26 04:50:30,gpt-4.1-nano,OPENAI
17656,0,SYSTEM,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17656,1,USER,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17656,2,AI,616,37,2026-01-26 04:50:28,gpt-4.1-nano,OPENAI
17657,0,SYSTEM,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17657,1,USER,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17657,2,AI,587,552,2026-01-26 04:50:31,gpt-4.1-nano,OPENAI
17658,0,SYSTEM,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17658,1,USER,0,0,2026-01-26 04:50:27,gpt-4.1-nano,OPENAI
17658,2,AI,1798,243,2026-01-26 04:50:29,gpt-4.1-nano,OPENAI
17658,3,SYSTEM,0,0,2026-01-26 04:50:29,gpt-4.1-nano,OPENAI
17658,4,AI,2347,77,2026-01-26 04:50:43,gpt-4.1-nano,OPENAI
17661,0,SYSTEM,0,0,2026-01-26 04:50:42,gpt-4.1-nano,OPENAI
17661,1,USER,0,0,2026-01-26 04:50:42,gpt-4.1-nano,OPENAI
17661,2,AI,1786,303,2026-01-26 04:50:45,gpt-4.1-nano,OPENAI
17661,3,SYSTEM,0,0,2026-01-26 04:50:46,gpt-4.1-nano,OPENAI
17661,4,AI,2109,312,2026-01-26 04:51:00,gpt-4.1-nano,OPENAI
17661,5,SYSTEM,0,0,2026-01-26 04:51:00,gpt-4.1-nano,OPENAI
17661,6,AI,2460,381,2026-01-26 04:51:15,gpt-4.1-nano,OPENAI
17661,7,SYSTEM,0,0,2026-01-26 04:51:15,gpt-4.1-nano,OPENAI
17661,8,AI,2873,370,2026-01-26 04:52:42,gpt-4.1-nano,OPENAI
17661,9,SYSTEM,0,0,2026-01-26 04:52:42,gpt-4.1-nano,OPENAI
17662,0,SYSTEM,0,0,2026-01-26 04:50:44,gpt-4.1-nano,OPENAI
17662,1,USER,0,0,2026-01-26 04:50:44,gpt-4.1-nano,OPENAI
17662,2,AI,1058,95,2026-01-26 04:50:45,gpt-4.1-nano,OPENAI
17662,3,SYSTEM,0,0,2026-01-26 04:50:45,gpt-4.1-nano,OPENAI
17662,4,AI,1190,54,2026-01-26 04:50:46,gpt-4.1-nano,OPENAI
17663,0,SYSTEM,0,0,2026-01-26 04:50:54,gpt-4.1-nano,OPENAI
17663,1,USER,0,0,2026-01-26 04:50:54,gpt-4.1-nano,OPENAI
17663,2,AI,1786,307,2026-01-26 04:50:56,gpt-4.1-nano,OPENAI
17663,3,SYSTEM,0,0,2026-01-26 04:50:56,gpt-4.1-nano,OPENAI
17663,4,AI,2113,307,2026-01-26 04:51:11,gpt-4.1-nano,OPENAI
17664,0,SYSTEM,0,0,2026-01-26 04:50:56,gpt-4.1-nano,OPENAI
17664,1,USER,0,0,2026-01-26 04:50:56,gpt-4.1-nano,OPENAI
17664,2,AI,1786,307,2026-01-26 04:50:59,gpt-4.1-nano,OPENAI
17664,3,SYSTEM,0,0,2026-01-26 04:50:59,gpt-4.1-nano,OPENAI
17664,4,AI,2113,307,2026-01-26 04:51:13,gpt-4.1-nano,OPENAI
17665,0,SYSTEM,0,0,2026-01-26 04:51:01,gpt-4.1-nano,OPENAI
17665,1,USER,0,0,2026-01-26 04:51:01,gpt-4.1-nano,OPENAI
17665,2,AI,616,61,2026-01-26 04:51:02,gpt-4.1-nano,OPENAI
17665,3,SYSTEM,0,0,2026-01-26 04:51:10,gpt-4.1-nano,OPENAI
17665,4,AI,916,81,2026-01-26 04:51:17,gpt-4.1-nano,OPENAI
17668,0,SYSTEM,0,0,2026-01-26 04:51:11,gpt-4.1-nano,OPENAI
17668,1,USER,0,0,2026-01-26 04:51:11,gpt-4.1-nano,OPENAI
17668,2,AI,1127,55,2026-01-26 04:51:11,gpt-4.1-nano,OPENAI
17671,0,SYSTEM,0,0,2026-01-26 04:51:17,gpt-4.1-nano,OPENAI
17671,1,USER,0,0,2026-01-26 04:51:17,gpt-4.1-nano,OPENAI
17671,2,AI,1798,154,2026-01-26 04:51:18,gpt-4.1-nano,OPENAI
17671,3,SYSTEM,0,0,2026-01-26 04:51:18,gpt-4.1-nano,OPENAI
17671,4,AI,2192,137,2026-01-26 04:51:33,gpt-4.1-nano,OPENAI
17671,5,SYSTEM,0,0,2026-01-26 04:51:33,gpt-4.1-nano,OPENAI
17671,6,AI,2528,114,2026-01-26 04:51:49,gpt-4.1-nano,OPENAI
17672,0,SYSTEM,0,0,2026-01-26 04:51:19,gpt-4.1-nano,OPENAI
17672,1,USER,0,0,2026-01-26 04:51:19,gpt-4.1-nano,OPENAI
17672,2,AI,1786,311,2026-01-26 04:51:21,gpt-4.1-nano,OPENAI
17672,3,SYSTEM,0,0,2026-01-26 04:51:21,gpt-4.1-nano,OPENAI
17672,4,AI,2130,311,2026-01-26 04:51:37,gpt-4.1-nano,OPENAI
17674,0,SYSTEM,0,0,2026-01-26 04:51:27,gpt-4.1-nano,OPENAI
17674,1,USER,0,0,2026-01-26 04:51:27,gpt-4.1-nano,OPENAI
17674,2,AI,1102,58,2026-01-26 04:51:28,gpt-4.1-nano,OPENAI
17675,0,SYSTEM,0,0,2026-01-26 04:51:27,gpt-4.1-nano,OPENAI
17675,1,USER,0,0,2026-01-26 04:51:27,gpt-4.1-nano,OPENAI
17675,2,AI,1786,309,2026-01-26 04:51:30,gpt-4.1-nano,OPENAI
17675,3,SYSTEM,0,0,2026-01-26 04:51:30,gpt-4.1-nano,OPENAI
17675,4,AI,2144,352,2026-01-26 04:51:45,gpt-4.1-nano,OPENAI
17675,5,SYSTEM,0,0,2026-01-26 04:51:45,gpt-4.1-nano,OPENAI
17675,6,AI,2535,375,2026-01-26 04:52:00,gpt-4.1-nano,OPENAI
17675,7,SYSTEM,0,0,2026-01-26 04:52:00,gpt-4.1-nano,OPENAI
17675,8,AI,2949,432,2026-01-26 04:52:15,gpt-4.1-nano,OPENAI
17675,9,SYSTEM,0,0,2026-01-26 04:52:15,gpt-4.1-nano,OPENAI
17676,0,SYSTEM,0,0,2026-01-26 04:51:35,gpt-4.1-nano,OPENAI
17676,1,USER,0,0,2026-01-26 04:51:35,gpt-4.1-nano,OPENAI
17676,2,AI,1786,292,2026-01-26 04:51:37,gpt-4.1-nano,OPENAI
17678,0,SYSTEM,0,0,2026-01-26 04:51:37,gpt-4.1-nano,OPENAI
17678,1,USER,0,0,2026-01-26 04:51:37,gpt-4.1-nano,OPENAI
17678,2,AI,1786,300,2026-01-26 04:51:39,gpt-4.1-nano,OPENAI
17680,0,SYSTEM,0,0,2026-01-26 04:51:41,gpt-4.1-nano,OPENAI
17680,1,USER,0,0,2026-01-26 04:51:41,gpt-4.1-nano,OPENAI
17680,2,AI,619,67,2026-01-26 04:51:42,gpt-4.1-nano,OPENAI
17681,0,SYSTEM,0,0,2026-01-26 04:51:50,gpt-4.1-nano,OPENAI
17681,1,USER,0,0,2026-01-26 04:51:50,gpt-4.1-nano,OPENAI
17681,2,AI,619,55,2026-01-26 04:51:51,gpt-4.1-nano,OPENAI
17683,0,SYSTEM,0,0,2026-01-26 04:51:59,gpt-4.1-nano,OPENAI
17683,1,USER,0,0,2026-01-26 04:51:59,gpt-4.1-nano,OPENAI
17683,2,AI,1041,58,2026-01-26 04:52:00,gpt-4.1-nano,OPENAI
17684,0,SYSTEM,0,0,2026-01-26 04:52:06,gpt-4.1-nano,OPENAI
17684,1,USER,0,0,2026-01-26 04:52:06,gpt-4.1-nano,OPENAI
17684,2,AI,1786,1115,2026-01-26 04:52:13,gpt-4.1-nano,OPENAI
17685,0,SYSTEM,0,0,2026-01-26 04:52:17,gpt-4.1-nano,OPENAI
17685,1,USER,0,0,2026-01-26 04:52:17,gpt-4.1-nano,OPENAI
